ensg	ensp	name
ENSG00000204614	ENSP00000308310 	TRIM40
ENSG00000173276	ENSP00000308759 	ZNF295
ENSG00000121440	ENSP00000308831 	PDZRN3
ENSG00000105982	ENSP00000308894 	RNF32
ENSG00000083799	ENSP00000308928 	CYLD
ENSG00000071794	ENSP00000308944 	HLTF
ENSG00000175073	ENSP00000309031 	VCPIP1
ENSG00000173926	ENSP00000309141 	MARCH3
ENSG00000172985	ENSP00000309186 	SH3RF3
ENSG00000009335	ENSP00000309198 	UBE3C
ENSG00000090686	ENSP00000309262 	USP48
ENSG00000173120	ENSP00000309302 	KDM2A
ENSG00000118518	ENSP00000309365 	RNF146
ENSG00000006715	ENSP00000309457 	VPS41
ENSG00000109906	ENSP00000309507 	ZBTB16
ENSG00000015171	ENSP00000309992 	ZMYND11
ENSG00000175390	ENSP00000310040 	EIF3F
ENSG00000174013	ENSP00000310332 	FBXO45
ENSG00000055483	ENSP00000310590 	USP36
ENSG00000174989	ENSP00000310686 	FBXW8
ENSG00000135679	ENSP00000310742 	MDM2
ENSG00000103264	ENSP00000310841 	FBXO31
ENSG00000143207	ENSP00000310943 	RFWD2
ENSG00000145604	ENSP00000311080 	SKP2
ENSG00000174943	ENSP00000311202 	KCTD13
ENSG00000213186	ENSP00000311219 	TRIM59
ENSG00000173838	ENSP00000311496 	MARCH10
ENSG00000175093	ENSP00000311609 	SPSB4
ENSG00000122515	ENSP00000311778 	ZMIZ2
ENSG00000174579	ENSP00000311827 	MSL2
ENSG00000155034	ENSP00000311990 	FBXL18
ENSG00000168418	ENSP00000312129 	KCNG4
ENSG00000012048	ENSP00000312236 	BRCA1
ENSG00000146021	ENSP00000312397 	KLHL3
ENSG00000173456	ENSP00000312439 	RNF26
ENSG00000177238	ENSP00000312675 	TRIM72
ENSG00000101871	ENSP00000312678 	MID1
ENSG00000180901	ENSP00000312814 	KCTD2
ENSG00000168883	ENSP00000312981 	USP39
ENSG00000159069	ENSP00000313034 	FBXW5
ENSG00000178974	ENSP00000313159 	FBXO34
ENSG00000204859	ENSP00000313416 	ZBTB48
ENSG00000033178	ENSP00000313454 	UBA6
ENSG00000115239	ENSP00000313756 	ASB3
ENSG00000136878	ENSP00000313811 	USP20
ENSG00000179455	ENSP00000313881 	MKRN3
ENSG00000176248	ENSP00000314004 	ANAPC2
ENSG00000177374	ENSP00000314080 	HIC1
ENSG00000177485	ENSP00000314153 	ZBTB33
ENSG00000177301	ENSP00000314520 	KCNA2
ENSG00000178502	ENSP00000314608 	KLHL11
ENSG00000134504	ENSP00000314831 	KCTD1
ENSG00000110429	ENSP00000315066 	FBXO3
ENSG00000092098	ENSP00000315112 	RNF31
ENSG00000063978	ENSP00000315212 	RNF4
ENSG00000140464	ENSP00000315434 	PML
ENSG00000178342	ENSP00000315654 	KCNG2
ENSG00000105982	ENSP00000315950 	RNF32
ENSG00000133135	ENSP00000316127 	RNF128
ENSG00000177889	ENSP00000316176 	UBE2N
ENSG00000122257	ENSP00000316291 	RBBP6
ENSG00000124486	ENSP00000316357 	USP9X
ENSG00000151364	ENSP00000316482 	KCTD14
ENSG00000176641	ENSP00000316628 	RNF152
ENSG00000165406	ENSP00000317087 	MARCH8
ENSG00000178695	ENSP00000317141 	KCTD12
ENSG00000078043	ENSP00000317163 	PIAS2
ENSG00000177125	ENSP00000317534 	ZBTB34
ENSG00000160062	ENSP00000317561 	ZBTB8A
ENSG00000086102	ENSP00000317695 	NFX1
ENSG00000122257	ENSP00000317872 	RBBP6
ENSG00000109332	ENSP00000318494 	UBE2D3
ENSG00000178809	ENSP00000318615 	TRIM73
ENSG00000127585	ENSP00000318674 	FBXL16
ENSG00000131653	ENSP00000318944 	TRAF7
ENSG00000176871	ENSP00000319474 	WSB2
ENSG00000171385	ENSP00000319591 	KCND3
ENSG00000166006	ENSP00000319877 	KCNC2
ENSG00000138942	ENSP00000320508 	RNF185
ENSG00000072609	ENSP00000320557 	CHFR
ENSG00000145916	ENSP00000320623 	RMND5B
ENSG00000100628	ENSP00000320675 	ASB2
ENSG00000146063	ENSP00000320869 	TRIM41
ENSG00000177981	ENSP00000320893 	ASB8
ENSG00000163961	ENSP00000320898 	RNF168
ENSG00000163743	ENSP00000321239 	RCHY1
ENSG00000151692	ENSP00000321330 	RNF144A
ENSG00000177294	ENSP00000321386 	FBXO39
ENSG00000005981	ENSP00000321388 	ASB4
ENSG00000175946	ENSP00000321475 	KLHL38
ENSG00000176595	ENSP00000321544 	KBTBD11
ENSG00000161040	ENSP00000321552 	FBXL13
ENSG00000141576	ENSP00000321837 	RNF157
ENSG00000139842	ENSP00000322132 	CUL4A
ENSG00000022840	ENSP00000322242 	RNF10
ENSG00000258366	ENSP00000322287 	RTEL1
ENSG00000181788	ENSP00000322457 	SIAH2
ENSG00000091073	ENSP00000322885 	DTX2
ENSG00000148356	ENSP00000322937 	LRSAM1
ENSG00000122550	ENSP00000322958 	KLHL7
ENSG00000181472	ENSP00000323183 	ZBTB2
ENSG00000122550	ENSP00000323270 	KLHL7
ENSG00000175809	ENSP00000323348 	ZNF645
ENSG00000151116	ENSP00000323353 	UEVLD
ENSG00000186187	ENSP00000323362 	ZNRF1
ENSG00000183826	ENSP00000323408 	BTBD9
ENSG00000178951	ENSP00000323670 	ZBTB7A
ENSG00000175931	ENSP00000323687 	UBE2O
ENSG00000181481	ENSP00000323693 	RNF135
ENSG00000138081	ENSP00000323822 	FBXO11
ENSG00000180233	ENSP00000323879 	ZNRF2
ENSG00000121060	ENSP00000323889 	TRIM25
ENSG00000147573	ENSP00000323913 	TRIM55
ENSG00000198553	ENSP00000324191 	KCNRG
ENSG00000103275	ENSP00000324897 	UBE2I
ENSG00000013561	ENSP00000324956 	RNF14
ENSG00000103549	ENSP00000325677 	RNF40
ENSG00000179580	ENSP00000325794 	RNF151
ENSG00000139517	ENSP00000325929 	LNX2
ENSG00000012048	ENSP00000326002 	BRCA1
ENSG00000158717	ENSP00000326095 	RNF166
ENSG00000120925	ENSP00000326138 	RNF170
ENSG00000092871	ENSP00000326170 	RFFL
ENSG00000066422	ENSP00000326200 	ZBTB11
ENSG00000085274	ENSP00000326240 	MYNN
ENSG00000180233	ENSP00000326497 	ZNRF2
ENSG00000166348	ENSP00000326547 	USP54
ENSG00000080802	ENSP00000326731 	CNOT4
ENSG00000055130	ENSP00000326804 	CUL1
ENSG00000180667	ENSP00000326813 	YOD1
ENSG00000112146	ENSP00000326968 	FBXO9
ENSG00000109046	ENSP00000327055 	WSB1
ENSG00000178222	ENSP00000327481 	RNF212
ENSG00000168930	ENSP00000327604 	TRIM49
ENSG00000184108	ENSP00000327738 	TRIML1
ENSG00000146755	ENSP00000327994 	TRIM50
ENSG00000131323	ENSP00000328003 	TRAF3
ENSG00000129204	ENSP00000328010 	USP6
ENSG00000131263	ENSP00000328059 	RLIM
ENSG00000135108	ENSP00000328187 	FBXO21
ENSG00000183763	ENSP00000328203 	TRAIP
ENSG00000164068	ENSP00000328287 	RNF123
ENSG00000183475	ENSP00000328327 	ASB7
ENSG00000183826	ENSP00000328328 	BTBD9
ENSG00000181481	ENSP00000328340 	RNF135
ENSG00000213859	ENSP00000328352 	KCTD11
ENSG00000182255	ENSP00000328511 	KCNA4
ENSG00000183579	ENSP00000328614 	ZNRF3
ENSG00000185515	ENSP00000328641 	BRCC3
ENSG00000184828	ENSP00000328732 	ZBTB7C
ENSG00000170142	ENSP00000329113 	UBE2E1
ENSG00000184887	ENSP00000329361 	BTBD6
ENSG00000185338	ENSP00000329418 	SOCS1
ENSG00000183580	ENSP00000329632 	FBXL7
ENSG00000183496	ENSP00000329918 	MEX3B
ENSG00000182177	ENSP00000329970 	ASB18
ENSG00000182325	ENSP00000330098 	FBXL6
ENSG00000182053	ENSP00000330216 	AC084851.1
ENSG00000171621	ENSP00000330221 	SPSB1
ENSG00000184557	ENSP00000330341 	SOCS3
ENSG00000123552	ENSP00000330540 	USP45
ENSG00000174111	ENSP00000330659 	SOCS7
ENSG00000089234	ENSP00000330813 	BRAP
ENSG00000137313	ENSP00000331131 	TRIM26
ENSG00000184787	ENSP00000331384 	UBE2G2
ENSG00000099910	ENSP00000331682 	KLHL22
ENSG00000113558	ENSP00000331708 	SKP1
ENSG00000183718	ENSP00000332152 	TRIM52
ENSG00000185880	ENSP00000332284 	TRIM69
ENSG00000183439	ENSP00000332288 	TRIM61
ENSG00000147573	ENSP00000332302 	TRIM55
ENSG00000131323	ENSP00000332468 	TRAF3
ENSG00000174010	ENSP00000332791 	KLHL15
ENSG00000189253	ENSP00000332969 	TRIM64B
ENSG00000010318	ENSP00000333024 	PHF7
ENSG00000170448	ENSP00000333113 	NFXL1
ENSG00000183654	ENSP00000333181 	MARCH11
ENSG00000182179	ENSP00000333266 	UBA7
ENSG00000223443	ENSP00000333329 	USP17L2
ENSG00000123552	ENSP00000333376 	USP45
ENSG00000184408	ENSP00000333496 	KCND2
ENSG00000175063	ENSP00000333975 	UBE2C
ENSG00000108175	ENSP00000334474 	ZMIZ1
ENSG00000100023	ENSP00000334553 	PPIL2
ENSG00000163462	ENSP00000334657 	TRIM46
ENSG00000146054	ENSP00000334666 	TRIM7
ENSG00000156256	ENSP00000334808 	USP16
ENSG00000185972	ENSP00000334996 	CCIN
ENSG00000077721	ENSP00000335027 	UBE2A
ENSG00000186187	ENSP00000335091 	ZNRF1
ENSG00000135679	ENSP00000335096 	MDM2
ENSG00000056586	ENSP00000335150 	RC3H2
ENSG00000137075	ENSP00000335239 	RNF38
ENSG00000011114	ENSP00000335615 	BTBD7
ENSG00000175063	ENSP00000335674 	UBE2C
ENSG00000146063	ENSP00000336749 	TRIM41
ENSG00000101236	ENSP00000336753 	RNF24
ENSG00000183655	ENSP00000336800 	KLHL25
ENSG00000082512	ENSP00000336825 	TRAF5
ENSG00000110171	ENSP00000337094 	TRIM3
ENSG00000109332	ENSP00000337208 	UBE2D3
ENSG00000109332	ENSP00000337262 	UBE2D3
ENSG00000180628	ENSP00000337500 	PCGF5
ENSG00000163833	ENSP00000337510 	FBXO40
ENSG00000100105	ENSP00000337520 	PATZ1
ENSG00000166140	ENSP00000337824 	ZFYVE19
ENSG00000175104	ENSP00000337853 	TRAF6
ENSG00000012048	ENSP00000338007 	BRCA1
ENSG00000178498	ENSP00000338050 	DTX3
ENSG00000109906	ENSP00000338157 	ZBTB16
ENSG00000173821	ENSP00000338218 	RNF213
ENSG00000125812	ENSP00000338290 	GZF1
ENSG00000184787	ENSP00000338348 	UBE2G2
ENSG00000130985	ENSP00000338413 	UBA1
ENSG00000072422	ENSP00000338671 	RHOBTB1
ENSG00000258659	ENSP00000338711 	TRIM34
ENSG00000168826	ENSP00000338807 	ZBTB49
ENSG00000156374	ENSP00000338845 	PCGF6
ENSG00000158290	ENSP00000338919 	CUL4B
ENSG00000066427	ENSP00000339110 	ATXN3
ENSG00000188997	ENSP00000339340 	KCTD21
ENSG00000071894	ENSP00000339353 	CPSF1
ENSG00000189401	ENSP00000339389 	OTUD6A
ENSG00000120833	ENSP00000339428 	SOCS2
ENSG00000109654	ENSP00000339659 	TRIM2
ENSG00000141552	ENSP00000339695 	ANAPC11
ENSG00000099364	ENSP00000339712 	FBXL19
ENSG00000170242	ENSP00000339957 	USP47
ENSG00000144744	ENSP00000340041 	UBA3
ENSG00000166006	ENSP00000340121 	KCNC2
ENSG00000160087	ENSP00000340197 	UBE2J2
ENSG00000142273	ENSP00000340250 	CBLC
ENSG00000244687	ENSP00000340305 	UBE2V1
ENSG00000122779	ENSP00000340507 	TRIM24
ENSG00000123124	ENSP00000340564 	WWP1
ENSG00000151148	ENSP00000340596 	UBE3B
ENSG00000086758	ENSP00000340648 	HUWE1
ENSG00000110171	ENSP00000340797 	TRIM3
ENSG00000145428	ENSP00000340979 	RNF175
ENSG00000114316	ENSP00000341028 	USP4
ENSG00000119402	ENSP00000341161 	FBXW2
ENSG00000105982	ENSP00000341185 	RNF32
ENSG00000180008	ENSP00000341327 	SOCS4
ENSG00000172578	ENSP00000341342 	KLHL6
ENSG00000147364	ENSP00000341345 	FBXO25
ENSG00000082996	ENSP00000341361 	RNF13
ENSG00000070423	ENSP00000341380 	RNF126
ENSG00000214050	ENSP00000341416 	FBXO16
ENSG00000185271	ENSP00000341549 	KLHL33
ENSG00000156587	ENSP00000341980 	UBE2L6
ENSG00000145868	ENSP00000342023 	FBXO38
ENSG00000147364	ENSP00000342077 	FBXO25
ENSG00000127870	ENSP00000342121 	RNF6
ENSG00000130726	ENSP00000342232 	TRIM28
ENSG00000151893	ENSP00000342487 	C10orf46
ENSG00000160087	ENSP00000342541 	UBE2J2
ENSG00000123124	ENSP00000342665 	WWP1
ENSG00000034677	ENSP00000342667 	RNF19A
ENSG00000181852	ENSP00000342755 	RNF41
ENSG00000114374	ENSP00000342812 	USP9Y
ENSG00000100505	ENSP00000342970 	TRIM9
ENSG00000130939	ENSP00000343001 	UBE4B
ENSG00000165671	ENSP00000343209 	NSD1
ENSG00000122550	ENSP00000343273 	KLHL7
ENSG00000185722	ENSP00000343362 	ANKFY1
ENSG00000165192	ENSP00000343408 	ASB11
ENSG00000142546	ENSP00000343497 	NOSIP
ENSG00000162607	ENSP00000343526 	USP1
ENSG00000187555	ENSP00000343535 	USP7
ENSG00000185345	ENSP00000343589 	PARK2
ENSG00000036257	ENSP00000343601 	CUL3
ENSG00000189195	ENSP00000343686 	BTBD8
ENSG00000137394	ENSP00000343695 	TRIM10
ENSG00000176979	ENSP00000343765 	TRIM60
ENSG00000189051	ENSP00000343799 	RNF222
ENSG00000187961	ENSP00000343930 	KLHL17
ENSG00000137075	ENSP00000343947 	RNF38
ENSG00000109332	ENSP00000344069 	UBE2D3
ENSG00000185515	ENSP00000344103 	BRCC3
ENSG00000124208	ENSP00000344166 	TMEM189-UBE2V1
ENSG00000185651	ENSP00000344259 	UBE2L3
ENSG00000188050	ENSP00000344489 	RNF133
ENSG00000124356	ENSP00000344742 	STAMBP
ENSG00000134086	ENSP00000344757 	VHL
ENSG00000171823	ENSP00000344855 	FBXL14
ENSG00000160087	ENSP00000344857 	UBE2J2
ENSG00000118564	ENSP00000344866 	FBXL5
ENSG00000136161	ENSP00000345144 	RCBTB2
ENSG00000229292	ENSP00000345151 	CTD-2611O12.2
ENSG00000101197	ENSP00000345213 	BIRC7
ENSG00000166348	ENSP00000345216 	USP54
ENSG00000109332	ENSP00000345285 	UBE2D3
ENSG00000187566	ENSP00000345464 	NHLRC1
ENSG00000069869	ENSP00000345530 	NEDD4
ENSG00000112182	ENSP00000345642 	BACH2
ENSG00000145416	ENSP00000345676 	MARCH1
ENSG00000165671	ENSP00000346111 	NSD1
ENSG00000146833	ENSP00000346186 	TRIM4
ENSG00000116661	ENSP00000346240 	FBXO2
ENSG00000128250	ENSP00000346342 	RFPL1
ENSG00000244687	ENSP00000346343 	UBE2V1
ENSG00000119574	ENSP00000346603 	ZBTB45
ENSG00000182670	ENSP00000346791 	TTC3
ENSG00000170633	ENSP00000346850 	RNF34
ENSG00000258588	ENSP00000346916 	TRIM6-TRIM34
ENSG00000168301	ENSP00000347188 	KCTD6
ENSG00000179454	ENSP00000347193 	KLHL28
ENSG00000055609	ENSP00000347325 	MLL3
ENSG00000187147	ENSP00000347548 	RNF220
ENSG00000162931	ENSP00000347794 	TRIM17
ENSG00000005812	ENSP00000347834 	FBXL3
ENSG00000186591	ENSP00000347836 	UBE2H
ENSG00000101966	ENSP00000347858 	XIAP
ENSG00000182670	ENSP00000347889 	TTC3
ENSG00000103275	ENSP00000348056 	UBE2I
ENSG00000197530	ENSP00000348081 	MIB2
ENSG00000168826	ENSP00000348091 	ZBTB49
ENSG00000146833	ENSP00000348216 	TRIM4
ENSG00000198373	ENSP00000348283 	WWP2
ENSG00000204977	ENSP00000348299 	TRIM13
ENSG00000013561	ENSP00000348462 	RNF14
ENSG00000080802	ENSP00000348485 	CNOT4
ENSG00000125826	ENSP00000348632 	RBCK1
ENSG00000135679	ENSP00000348637 	MDM2
ENSG00000119682	ENSP00000348714 	KIAA0317
ENSG00000177479	ENSP00000348769 	ARIH2
ENSG00000175063	ENSP00000348838 	UBE2C
ENSG00000049759	ENSP00000348847 	NEDD4L
ENSG00000114062	ENSP00000348850 	UBE3A
ENSG00000085274	ENSP00000349150 	MYNN
ENSG00000196470	ENSP00000349156 	SIAH1
ENSG00000118518	ENSP00000349253 	RNF146
ENSG00000007944	ENSP00000349298 	MYLIP
ENSG00000116514	ENSP00000349482 	RNF19B
ENSG00000198081	ENSP00000349503 	ZFP161
ENSG00000164751	ENSP00000349543 	PEX2
ENSG00000137075	ENSP00000349566 	RNF38
ENSG00000112343	ENSP00000349596 	TRIM38
ENSG00000151136	ENSP00000349690 	BTBD11
ENSG00000109332	ENSP00000349722 	UBE2D3
ENSG00000197530	ENSP00000349741 	MIB2
ENSG00000056586	ENSP00000349783 	RC3H2
ENSG00000181722	ENSP00000349803 	ZBTB20
ENSG00000005810	ENSP00000349892 	MYCBP2
ENSG00000141552	ENSP00000349957 	ANAPC11
ENSG00000077254	ENSP00000350009 	USP33
ENSG00000137397	ENSP00000350182 	TRIM31
ENSG00000012048	ENSP00000350283 	BRCA1
ENSG00000196372	ENSP00000350331 	ASB13
ENSG00000121022	ENSP00000350512 	COPS5
ENSG00000103549	ENSP00000350563 	RNF40
ENSG00000049759	ENSP00000350569 	NEDD4L
ENSG00000171621	ENSP00000350573 	SPSB1
ENSG00000196323	ENSP00000350574 	ZBTB44
ENSG00000107372	ENSP00000350586 	ZFAND5
ENSG00000072422	ENSP00000350595 	RHOBTB1
ENSG00000197705	ENSP00000350808 	KLHL14
ENSG00000196151	ENSP00000350866 	WDSUB1
ENSG00000136878	ENSP00000351122 	USP20
ENSG00000101236	ENSP00000351166 	RNF24
ENSG00000197323	ENSP00000351250 	TRIM33
ENSG00000179456	ENSP00000351539 	ZNF238
ENSG00000198604	ENSP00000351555 	BAZ1A
ENSG00000126804	ENSP00000351587 	ZBTB1
ENSG00000198060	ENSP00000351813 	MARCH5
ENSG00000198642	ENSP00000351933 	KLHL9
ENSG00000156463	ENSP00000352028 	SH3RF2
ENSG00000198373	ENSP00000352069 	WWP2
ENSG00000197705	ENSP00000352314 	KLHL14
ENSG00000066427	ENSP00000352324 	ATXN3
ENSG00000110171	ENSP00000352508 	TRIM3
ENSG00000019995	ENSP00000352676 	ZRANB1
ENSG00000127191	ENSP00000352685 	TRAF2
ENSG00000109790	ENSP00000352716 	KLHL5
ENSG00000146373	ENSP00000352734 	RNF217
ENSG00000196151	ENSP00000352820 	WDSUB1
ENSG00000066427	ENSP00000352872 	ATXN3
ENSG00000155729	ENSP00000352941 	KCTD18
ENSG00000123444	ENSP00000352971 	KBTBD4
ENSG00000140464	ENSP00000353004 	PML
ENSG00000008382	ENSP00000353015 	MPND
ENSG00000197429	ENSP00000353024 	IPP
ENSG00000183783	ENSP00000353129 	KCTD8
ENSG00000258366	ENSP00000353332 	RTEL1
ENSG00000108175	ENSP00000353482 	ZMIZ1
ENSG00000100505	ENSP00000353561 	TRIM9
ENSG00000198477	ENSP00000353586 	ZNF280B
ENSG00000135679	ENSP00000353611 	MDM2
ENSG00000160087	ENSP00000353653 	UBE2J2
ENSG00000198553	ENSP00000353661 	KCNRG
ENSG00000197530	ENSP00000353713 	MIB2
ENSG00000197579	ENSP00000353735 	TOPORS
ENSG00000197361	ENSP00000353794 	FBXL22
ENSG00000106336	ENSP00000353821 	FBXO24
ENSG00000056661	ENSP00000354033 	PCGF2
ENSG00000159202	ENSP00000354201 	UBE2Z
ENSG00000114626	ENSP00000354296 	ABTB1
ENSG00000165671	ENSP00000354310 	NSD1
ENSG00000144744	ENSP00000354340 	UBA3
ENSG00000168411	ENSP00000354361 	RFWD3
ENSG00000137522	ENSP00000354571 	RNF121
ENSG00000198742	ENSP00000354621 	SMURF1
ENSG00000198881	ENSP00000354626 	ASB12
ENSG00000080802	ENSP00000354673 	CNOT4
ENSG00000185619	ENSP00000354724 	PCGF3
ENSG00000198961	ENSP00000354775 	PJA2
ENSG00000187147	ENSP00000354872 	RNF220
ENSG00000198862	ENSP00000354977 	LTN1
ENSG00000181191	ENSP00000355014 	PJA1
ENSG00000198919	ENSP00000355028 	DZIP3
ENSG00000169189	ENSP00000355077 	NSMCE1
ENSG00000170633	ENSP00000355137 	RNF34
ENSG00000198881	ENSP00000355195 	ASB12
ENSG00000082996	ENSP00000355268 	RNF13
ENSG00000198961	ENSP00000355284 	PJA2
ENSG00000198742	ENSP00000355326 	SMURF1
ENSG00000134452	ENSP00000355415 	FBXO18
ENSG00000162722	ENSP00000355437 	TRIM58
ENSG00000179456	ENSP00000355496 	ZNF238
ENSG00000119283	ENSP00000355612 	TRIM67
ENSG00000119283	ENSP00000355613 	TRIM67
ENSG00000162931	ENSP00000355658 	TRIM17
ENSG00000162931	ENSP00000355659 	TRIM17
ENSG00000154370	ENSP00000355660 	TRIM11
ENSG00000143756	ENSP00000355827 	FBXO28
ENSG00000185345	ENSP00000355860 	PARK2
ENSG00000185345	ENSP00000355862 	PARK2
ENSG00000185345	ENSP00000355863 	PARK2
ENSG00000185345	ENSP00000355865 	PARK2
ENSG00000136636	ENSP00000355912 	KCTD3
ENSG00000082512	ENSP00000355971 	TRAF5
ENSG00000180667	ENSP00000356051 	YOD1
ENSG00000130338	ENSP00000356061 	TULP4
ENSG00000130338	ENSP00000356064 	TULP4
ENSG00000198625	ENSP00000356150 	MDM4
ENSG00000198625	ENSP00000356151 	MDM4
ENSG00000112029	ENSP00000356210 	FBXO5
ENSG00000117153	ENSP00000356227 	KLHL12
ENSG00000117153	ENSP00000356230 	KLHL12
ENSG00000077152	ENSP00000356243 	UBE2T
ENSG00000177888	ENSP00000356375 	ZBTB41
ENSG00000116750	ENSP00000356418 	UCHL5
ENSG00000116750	ENSP00000356419 	UCHL5
ENSG00000116750	ENSP00000356420 	UCHL5
ENSG00000116750	ENSP00000356421 	UCHL5
ENSG00000116750	ENSP00000356422 	UCHL5
ENSG00000116750	ENSP00000356424 	UCHL5
ENSG00000116750	ENSP00000356425 	UCHL5
ENSG00000116679	ENSP00000356467 	IVNS1ABP
ENSG00000116679	ENSP00000356468 	IVNS1ABP
ENSG00000146414	ENSP00000356473 	SHPRH
ENSG00000146414	ENSP00000356475 	SHPRH
ENSG00000121481	ENSP00000356479 	RNF2
ENSG00000121481	ENSP00000356480 	RNF2
ENSG00000143207	ENSP00000356638 	RFWD2
ENSG00000143207	ENSP00000356639 	RFWD2
ENSG00000143207	ENSP00000356641 	RFWD2
ENSG00000203734	ENSP00000356655 	ECT2L
ENSG00000135870	ENSP00000356667 	RC3H1
ENSG00000135870	ENSP00000356669 	RC3H1
ENSG00000185278	ENSP00000356674 	ZBTB37
ENSG00000185278	ENSP00000356675 	ZBTB37
ENSG00000185278	ENSP00000356677 	ZBTB37
ENSG00000143258	ENSP00000356980 	USP21
ENSG00000143258	ENSP00000356981 	USP21
ENSG00000118518	ENSP00000357297 	RNF146
ENSG00000163462	ENSP00000357366 	TRIM46
ENSG00000163462	ENSP00000357367 	TRIM46
ENSG00000163462	ENSP00000357369 	TRIM46
ENSG00000160685	ENSP00000357411 	ZBTB7B
ENSG00000138152	ENSP00000357990 	BTBD16
ENSG00000085382	ENSP00000358121 	HACE1
ENSG00000151893	ENSP00000358147 	C10orf46
ENSG00000151893	ENSP00000358152 	C10orf46
ENSG00000123552	ENSP00000358236 	USP45
ENSG00000112234	ENSP00000358247 	FBXL4
ENSG00000186231	ENSP00000358258 	KLHL32
ENSG00000186231	ENSP00000358259 	KLHL32
ENSG00000186231	ENSP00000358265 	KLHL32
ENSG00000121848	ENSP00000358297 	RNF115
ENSG00000131788	ENSP00000358304 	PIAS3
ENSG00000139218	ENSP00000358374 	SCAF11
ENSG00000185515	ENSP00000358471 	BRCC3
ENSG00000185515	ENSP00000358474 	BRCC3
ENSG00000134253	ENSP00000358476 	TRIM45
ENSG00000197323	ENSP00000358556 	TRIM33
ENSG00000171385	ENSP00000358711 	KCND3
ENSG00000177272	ENSP00000358784 	KCNA3
ENSG00000177301	ENSP00000358785 	KCNA2
ENSG00000143105	ENSP00000358786 	KCNA10
ENSG00000107954	ENSP00000358792 	NEURL
ENSG00000107954	ENSP00000358795 	NEURL
ENSG00000116396	ENSP00000358802 	KCNC4
ENSG00000214357	ENSP00000358815 	NEURL1B
ENSG00000156374	ENSP00000358862 	PCGF6
ENSG00000171206	ENSP00000358912 	TRIM8
ENSG00000107872	ENSP00000358972 	FBXL15
ENSG00000258366	ENSP00000359020 	RTEL1
ENSG00000107829	ENSP00000359149 	FBXW4
ENSG00000166167	ENSP00000359202 	BTRC
ENSG00000166167	ENSP00000359206 	BTRC
ENSG00000189195	ENSP00000359408 	BTBD8
ENSG00000102069	ENSP00000359525 	UBE2NL
ENSG00000077254	ENSP00000359828 	USP33
ENSG00000077254	ENSP00000359829 	USP33
ENSG00000077254	ENSP00000359830 	USP33
ENSG00000134588	ENSP00000359869 	USP26
ENSG00000124743	ENSP00000359942 	KLHL31
ENSG00000112146	ENSP00000359977 	FBXO9
ENSG00000177414	ENSP00000360116 	UBE2U
ENSG00000177414	ENSP00000360117 	UBE2U
ENSG00000162607	ENSP00000360188 	USP1
ENSG00000101966	ENSP00000360242 	XIAP
ENSG00000158290	ENSP00000360373 	CUL4B
ENSG00000158290	ENSP00000360374 	CUL4B
ENSG00000125352	ENSP00000360497 	RNF113A
ENSG00000077721	ENSP00000360613 	UBE2A
ENSG00000077721	ENSP00000360624 	UBE2A
ENSG00000026559	ENSP00000360626 	KCNG1
ENSG00000175556	ENSP00000360690 	LONRF3
ENSG00000175556	ENSP00000360691 	LONRF3
ENSG00000127191	ENSP00000360708 	TRAF2
ENSG00000165338	ENSP00000360731 	HECTD2
ENSG00000244687	ENSP00000360739 	UBE2V1
ENSG00000244687	ENSP00000360742 	UBE2V1
ENSG00000158445	ENSP00000360806 	KCNB1
ENSG00000148411	ENSP00000360818 	NACC2
ENSG00000003096	ENSP00000360943 	KLHL13
ENSG00000003096	ENSP00000360945 	KLHL13
ENSG00000003096	ENSP00000360949 	KLHL13
ENSG00000138134	ENSP00000360990 	STAMBPL1
ENSG00000138134	ENSP00000360992 	STAMBPL1
ENSG00000138134	ENSP00000360994 	STAMBPL1
ENSG00000138134	ENSP00000360995 	STAMBPL1
ENSG00000126107	ENSP00000361241 	HECTD3
ENSG00000126107	ENSP00000361245 	HECTD3
ENSG00000187147	ENSP00000361321 	RNF220
ENSG00000187147	ENSP00000361322 	RNF220
ENSG00000108175	ENSP00000361422 	ZMIZ1
ENSG00000136878	ENSP00000361506 	USP20
ENSG00000124257	ENSP00000361596 	NEURL2
ENSG00000175063	ENSP00000361649 	UBE2C
ENSG00000172476	ENSP00000361716 	RAB40A
ENSG00000024048	ENSP00000361990 	UBR2
ENSG00000024048	ENSP00000361992 	UBR2
ENSG00000024048	ENSP00000361994 	UBR2
ENSG00000102362	ENSP00000362072 	SYTL4
ENSG00000164663	ENSP00000362097 	USP49
ENSG00000164663	ENSP00000362100 	USP49
ENSG00000164663	ENSP00000362101 	USP49
ENSG00000102271	ENSP00000362206 	KLHL4
ENSG00000102271	ENSP00000362211 	KLHL4
ENSG00000148356	ENSP00000362419 	LRSAM1
ENSG00000148356	ENSP00000362421 	LRSAM1
ENSG00000085224	ENSP00000362441 	ATRX
ENSG00000156639	ENSP00000362489 	ZFAND3
ENSG00000116525	ENSP00000362529 	TRIM62
ENSG00000116525	ENSP00000362531 	TRIM62
ENSG00000177125	ENSP00000362551 	ZBTB34
ENSG00000116514	ENSP00000362555 	RNF19B
ENSG00000169155	ENSP00000362556 	ZBTB43
ENSG00000169155	ENSP00000362563 	ZBTB43
