name	ensp	Cytoplasm	Golgi apparatus	Plasma membrane	Lysosome	Endosome	Nucleus	Cytoskeleton	Mitochondrion
ACVR2B	ENSP00000340361	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
RINL	ENSP00000340369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GBP5	ENSP00000340396	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC15A5	ENSP00000340402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMPD1	ENSP00000340409	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
ERMP1	ENSP00000340427	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SAP25	ENSP00000340429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC2A14	ENSP00000340450	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
RAP1GDS1	ENSP00000340454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S100A14	ENSP00000340463	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC20A2	ENSP00000340465	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
GANAB	ENSP00000340466	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC16B	ENSP00000340467	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STAG3L1	ENSP00000340476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM179	ENSP00000340477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF395	ENSP00000340494	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
TRIM24	ENSP00000340507	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
PPL	ENSP00000340510	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ZNF14	ENSP00000340514	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
LRRC37B	ENSP00000340519	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NMNAT3	ENSP00000340523	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
ABCA11P	ENSP00000340524	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
UTS2D	ENSP00000340526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KRTAP4-5	ENSP00000340546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COX8C	ENSP00000340568	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
SYDE2	ENSP00000340594	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPRC5C	ENSP00000340595	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
UBE3B	ENSP00000340596	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
SGK2	ENSP00000340608	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
DUPD1	ENSP00000340609	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GNN	ENSP00000340625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ELSPBP1	ENSP00000340660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C7orf42	ENSP00000340668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDIT3	ENSP00000340671	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
ARMCX3	ENSP00000340672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT8B	ENSP00000340677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF823	ENSP00000340683	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
MAOA	ENSP00000340684	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
LPHN1	ENSP00000340688	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
EIF4EBP1	ENSP00000340691	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
GIPC1	ENSP00000340698	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPRR2B	ENSP00000340703	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GYG1	ENSP00000340736	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DOCK7	ENSP00000340742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR13H1	ENSP00000340748	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
ZNF124	ENSP00000340749	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
BRI3BP	ENSP00000340761	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
SMG7	ENSP00000340766	5.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0
CCDC108	ENSP00000340776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF326	ENSP00000340796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM3	ENSP00000340797	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
SP6	ENSP00000340799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GJB5	ENSP00000340811	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
MAPT	ENSP00000340820	5.0	0.0	5.0	0.0	0.0	5.0	3.0	0.0
GTF2F2	ENSP00000340823	0.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0
CYLC2	ENSP00000340826	5.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0
OSTF1	ENSP00000340836	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF621	ENSP00000340841	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
B2M	ENSP00000340858	4.0	4.0	3.0	0.0	4.0	0.0	0.0	0.0
C1QTNF1	ENSP00000340864	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
LPAL2	ENSP00000340868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAD1	ENSP00000340879	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
ASH2L	ENSP00000340896	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
MIA3	ENSP00000340900	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRPC6	ENSP00000340913	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
SYT3	ENSP00000340914	5.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
DMP1	ENSP00000340935	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
COL17A1	ENSP00000340937	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
PTPN11	ENSP00000340944	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
TEX264	ENSP00000340969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PKD1P6	ENSP00000340972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF175	ENSP00000340979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPAG8	ENSP00000340982	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC25	ENSP00000340983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LDLRAD2	ENSP00000340988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SFN	ENSP00000340989	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEX11	ENSP00000340995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTN4	ENSP00000340998	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
CATSPER4	ENSP00000341006	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
AMTN	ENSP00000341013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NANOS2	ENSP00000341021	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SATB1	ENSP00000341024	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
CSN2	ENSP00000341030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPRG1	ENSP00000341031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT7B	ENSP00000341032	4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0
UGT2B15	ENSP00000341045	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC18B	ENSP00000341051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF3	ENSP00000341071	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL20	ENSP00000341082	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
NPR2	ENSP00000341083	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
HIST1H2AD	ENSP00000341094	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
HMX2	ENSP00000341108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDSL	ENSP00000341117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLUL1	ENSP00000341128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPB41L3	ENSP00000341138	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
SIGLEC1	ENSP00000341141	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
ZNF81	ENSP00000341151	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
CERKL	ENSP00000341159	5.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0
ZNF772	ENSP00000341165	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
PTN	ENSP00000341170	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C15orf62	ENSP00000341178	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
PDE10A	ENSP00000341187	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTK2	ENSP00000341189	5.0	0.0	5.0	0.0	0.0	5.0	3.0	0.0
CHST4	ENSP00000341206	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
STAT5A	ENSP00000341208	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
HIST1H1T	ENSP00000341214	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
ZNF695	ENSP00000341236	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
RBPJL	ENSP00000341243	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
GSPT2	ENSP00000341247	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGN3	ENSP00000341267	4.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
TRADD	ENSP00000341268	5.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0
JARID2	ENSP00000341280	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
SYCE1	ENSP00000341282	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
HNRNPA1L2	ENSP00000341285	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
TUBB2C	ENSP00000341289	3.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0
OR2G6	ENSP00000341291	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
SRFBP1	ENSP00000341324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGA1	ENSP00000341344	5.0	5.0	0.0	0.0	5.0	4.0	0.0	0.0
TEKT1	ENSP00000341346	3.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0
DCAF5	ENSP00000341351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF13	ENSP00000341361	4.0	5.0	0.0	5.0	4.0	0.0	0.0	0.0
C20orf30	ENSP00000341364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMC4	ENSP00000341382	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
MSL1	ENSP00000341409	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
C11orf34	ENSP00000341412	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
P4HTM	ENSP00000341422	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNTN	ENSP00000341442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIF18B	ENSP00000341466	5.0	0.0	4.0	0.0	0.0	5.0	5.0	0.0
KCNJ14	ENSP00000341479	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
RANBP3	ENSP00000341483	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
SYDE1	ENSP00000341489	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ISM2	ENSP00000341490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF177	ENSP00000341497	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
DCAKD	ENSP00000341504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPT6	ENSP00000341524	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ZNF34	ENSP00000341528	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
SEC61G	ENSP00000341538	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3orf23	ENSP00000341539	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
C17orf95	ENSP00000341543	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC24A5	ENSP00000341550	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
SMAD4	ENSP00000341551	5.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0
B4GALNT1	ENSP00000341562	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
PAQR9	ENSP00000341564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR52B6	ENSP00000341581	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
SERPINB13	ENSP00000341584	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C15orf48	ENSP00000341610	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
CYB5A	ENSP00000341625	5.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
DKFZp686I21167	ENSP00000341637	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
COL9A3	ENSP00000341640	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TBCCD1	ENSP00000341652	3.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
THYN1	ENSP00000341657	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
C20orf57	ENSP00000341658	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
TMEM195	ENSP00000341662	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA8	ENSP00000341674	4.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0
NADK	ENSP00000341679	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTNBP1	ENSP00000341680	4.0	0.0	4.0	0.0	5.0	4.0	5.0	0.0
ZDHHC7	ENSP00000341681	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC26A9	ENSP00000341682	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
CCDC15	ENSP00000341684	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
DAP3	ENSP00000341692	5.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0
AKT1S1	ENSP00000341698	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL10	ENSP00000341730	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMY2B	ENSP00000341734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NECAP1	ENSP00000341737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSA	ENSP00000341743	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
ZNF835	ENSP00000341756	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
BSPH1	ENSP00000341762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA16	ENSP00000341765	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
ADIPOR1	ENSP00000341785	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
BTNL3	ENSP00000341787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL1F10	ENSP00000341794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCTEX1D4	ENSP00000341803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHF10	ENSP00000341805	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
SOX18	ENSP00000341815	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
VWC2	ENSP00000341819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FPR3	ENSP00000341821	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
HNRNPA1	ENSP00000341826	5.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0
CHIA	ENSP00000341828	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYOCD	ENSP00000341835	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
TNNI3	ENSP00000341838	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GOLGA8DP	ENSP00000341841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ETV7	ENSP00000341843	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
GOLGB1	ENSP00000341848	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
CNTN6	ENSP00000341882	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
RPS2	ENSP00000341885	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
RASAL3	ENSP00000341905	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
PALM	ENSP00000341911	4.0	0.0	5.0	0.0	0.0	4.0	0.0	0.0
RP3-402H5.3-002	ENSP00000341914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAV3	ENSP00000341940	5.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0
ATP13A5	ENSP00000341942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC66	ENSP00000341944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIN54	ENSP00000341947	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
TP53BP2	ENSP00000341957	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
FOXD4L3	ENSP00000341961	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
RSC1A1	ENSP00000341963	4.0	4.0	5.0	0.0	0.0	5.0	0.0	0.0
MORF4L2	ENSP00000341966	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
OR51I2	ENSP00000341987	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
FAM75D1	ENSP00000341988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NANOS3	ENSP00000341992	4.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
ZNF253	ENSP00000342002	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
CYP1A2	ENSP00000342007	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR2T27	ENSP00000342008	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
XRCC4	ENSP00000342011	5.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0
DMKN	ENSP00000342012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COX19	ENSP00000342015	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF189	ENSP00000342019	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
ZNF788p	ENSP00000342021	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
FBXO38	ENSP00000342023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDX6	ENSP00000342026	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CS	ENSP00000342056	5.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0
MAP3K14	ENSP00000342059	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTSB	ENSP00000342070	5.0	0.0	0.0	5.0	4.0	4.0	0.0	0.0
LIPT1	ENSP00000342071	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
SLPI	ENSP00000342082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FHIT	ENSP00000342087	5.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0
PICALM	ENSP00000342095	5.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0
SPINT1	ENSP00000342098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DYRK2	ENSP00000342105	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
SERPINA12	ENSP00000342109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LMO7	ENSP00000342112	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
ICAM4	ENSP00000342114	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
HHIPL2	ENSP00000342118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF6	ENSP00000342121	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
CREB3	ENSP00000342136	4.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0
NCCRP1	ENSP00000342137	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDZK1	ENSP00000342143	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
EVC2	ENSP00000342144	3.0	0.0	5.0	0.0	0.0	4.0	3.0	0.0
TMEM167B	ENSP00000342148	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
SNURF	ENSP00000342152	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
hNCR3	ENSP00000342156	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
TMEM221	ENSP00000342162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRP72	ENSP00000342181	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTNL8	ENSP00000342197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR2DL3	ENSP00000342215	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
ABCA9	ENSP00000342216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRPV2	ENSP00000342222	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
ERBB4	ENSP00000342235	5.0	0.0	5.0	0.0	0.0	5.0	0.0	5.0
C15orf61	ENSP00000342254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NUP43	ENSP00000342262	4.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
SLC25A15	ENSP00000342267	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
OAS2	ENSP00000342278	5.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0
ARHGAP11B	ENSP00000342291	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TH1L	ENSP00000342300	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
FOXM1	ENSP00000342307	4.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
SAMD11	ENSP00000342313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TM7SF3	ENSP00000342322	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
FAM180A	ENSP00000342336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MED22	ENSP00000342343	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
OSTN	ENSP00000342356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNRPD2	ENSP00000342374	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
VRK2	ENSP00000342381	5.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0
PTGES	ENSP00000342385	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MESP2	ENSP00000342392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC125	ENSP00000342405	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRN1L	ENSP00000342411	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
BAZ1B	ENSP00000342434	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
CLDN4	ENSP00000342445	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
ERAP2	ENSP00000342447	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR5W2	ENSP00000342448	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
NR1H3	ENSP00000342470	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
ATP9A	ENSP00000342481	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
PYCR2	ENSP00000342502	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEP97	ENSP00000342510	4.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
C3orf33	ENSP00000342512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFI6	ENSP00000342513	4.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0
SLC35F4	ENSP00000342518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIBC2	ENSP00000342529	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
NLGN4Y	ENSP00000342535	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
STMN4	ENSP00000342538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STX2	ENSP00000342554	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
IL4I1	ENSP00000342557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HRH3	ENSP00000342560	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
ALDH6A1	ENSP00000342564	5.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0
TREML4	ENSP00000342570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF676	ENSP00000342595	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
FAM184A	ENSP00000342604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACER2	ENSP00000342609	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF3R	ENSP00000342623	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
EYA1	ENSP00000342626	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
EXT2	ENSP00000342656	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF19A	ENSP00000342667	3.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
CD5	ENSP00000342681	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
OR2AG2	ENSP00000342697	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
KRT77	ENSP00000342710	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
LY6H	ENSP00000342711	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
RNF41	ENSP00000342755	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AAH26079.1	ENSP00000342780	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
PLD1	ENSP00000342793	5.0	5.0	0.0	5.0	5.0	0.0	0.0	0.0
SNTG1	ENSP00000342804	5.0	0.0	5.0	0.0	0.0	5.0	5.0	0.0
FAIM	ENSP00000342805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
USP9Y	ENSP00000342812	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF669	ENSP00000342818	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
NKX2-3	ENSP00000342828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RDX	ENSP00000342830	3.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0
OR6C74	ENSP00000342836	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
LYSMD4	ENSP00000342840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
