name	ensp	Cytoplasm	Golgi apparatus	Plasma membrane	Lysosome	Endosome	Nucleus	Cytoskeleton	Mitochondrion
CCDC61	ENSP00000263284	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
C11orf67	ENSP00000263301	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLNS1A	ENSP00000263309	5.0	0.0	4.0	0.0	0.0	5.0	5.0	0.0
P2RX3	ENSP00000263314	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0
NOX4	ENSP00000263317	5.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0
TYR	ENSP00000263321	5.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0
IL1F7	ENSP00000263326	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
POLR1B	ENSP00000263331	4.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
IL1A	ENSP00000263339	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL1B	ENSP00000263341	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCF25	ENSP00000263346	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
NAPA	ENSP00000263354	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EED	ENSP00000263360	4.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
BLVRB	ENSP00000263368	5.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0
MIA	ENSP00000263369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITPKC	ENSP00000263370	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
KCNK6	ENSP00000263372	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
SPTBN4	ENSP00000263373	5.0	0.0	3.0	0.0	0.0	5.0	5.0	0.0
BRD4	ENSP00000263377	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
IL27RA	ENSP00000263379	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
WIZ	ENSP00000263381	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
ASF1B	ENSP00000263382	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
ILVBL	ENSP00000263383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM32A	ENSP00000263384	4.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0
NOTCH3	ENSP00000263388	4.0	4.0	5.0	0.0	0.0	5.0	4.0	0.0
MED26	ENSP00000263390	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
C9	ENSP00000263408	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
LIFR	ENSP00000263409	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
C6	ENSP00000263413	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
PRKCG	ENSP00000263431	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
PPP1R12C	ENSP00000263433	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NLRP2	ENSP00000263437	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR11	ENSP00000263461	5.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0
BIRC3	ENSP00000263464	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
KIAA1377	ENSP00000263468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NECAP2	ENSP00000263498	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC10A3	ENSP00000263512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP2B3	ENSP00000263519	4.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0
TNR	ENSP00000263525	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
RASAL2	ENSP00000263528	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
PARP12	ENSP00000263549	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
HIPK2	ENSP00000263551	4.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
TBXAS1	ENSP00000263552	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4HA1	ENSP00000263556	5.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
VPS26A	ENSP00000263559	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
KIAA1274	ENSP00000263563	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APLP2	ENSP00000263574	0.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0
DDX25	ENSP00000263576	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
CDON	ENSP00000263577	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
FOXRED1	ENSP00000263578	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
DCPS	ENSP00000263579	5.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0
TP53AIP1	ENSP00000263583	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
SIAE	ENSP00000263593	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
LCN1	ENSP00000263598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BARHL1	ENSP00000263610	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
ARID3A	ENSP00000263620	5.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0
ELANE	ENSP00000263621	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
MTIF2	ENSP00000263629	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
TANC1	ENSP00000263635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LY75	ENSP00000263636	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
ACVR1	ENSP00000263640	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
IFIH1	ENSP00000263642	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
CD81	ENSP00000263645	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
OSBPL5	ENSP00000263650	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNO1	ENSP00000263657	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
TAF1B	ENSP00000263663	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
CNTN3	ENSP00000263665	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
PDZRN3	ENSP00000263666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRDL2	ENSP00000263671	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPCS2	ENSP00000263672	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF17	ENSP00000263674	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLD3	ENSP00000263681	4.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0
SELP	ENSP00000263686	4.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0
C1orf9	ENSP00000263688	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NKAIN1	ENSP00000263693	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
SNRNP40	ENSP00000263694	4.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
DNAJC8	ENSP00000263697	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
MECR	ENSP00000263702	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
TFCP2L1	ENSP00000263707	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
PTPN4	ENSP00000263708	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
CLASP1	ENSP00000263710	5.0	5.0	0.0	0.0	0.0	0.0	5.0	0.0
EPB41L5	ENSP00000263713	5.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0
LHX4	ENSP00000263726	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
FAM20B	ENSP00000263733	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
EPAS1	ENSP00000263734	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
EPCAM	ENSP00000263735	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
SGOL1	ENSP00000263753	4.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0
KAT2B	ENSP00000263754	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
FNBP4	ENSP00000263773	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
NDUFS3	ENSP00000263774	5.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0
CHMP2B	ENSP00000263780	5.0	0.0	0.0	0.0	5.0	4.0	0.0	4.0
EIF2AK4	ENSP00000263791	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TYRO3	ENSP00000263798	4.0	0.0	5.0	0.0	0.0	4.0	0.0	0.0
LTK	ENSP00000263800	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
ZFP106	ENSP00000263805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRP2	ENSP00000263816	5.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0
ABCB11	ENSP00000263817	3.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0
AKT3	ENSP00000263826	5.0	4.0	4.0	0.0	0.0	5.0	0.0	0.0
LPXN	ENSP00000263845	5.0	0.0	5.0	0.0	0.0	5.0	5.0	0.0
SYT7	ENSP00000263846	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSBP	ENSP00000263847	5.0	5.0	0.0	0.0	0.0	4.0	0.0	0.0
IL7	ENSP00000263851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VPS24	ENSP00000263856	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
POLR1A	ENSP00000263857	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
GNLY	ENSP00000263863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VAMP8	ENSP00000263864	5.0	0.0	4.0	5.0	5.0	0.0	0.0	0.0
CAPG	ENSP00000263867	5.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0
MAP4K3	ENSP00000263881	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RND3	ENSP00000263895	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
USE1	ENSP00000263897	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STAM2	ENSP00000263904	5.0	0.0	0.0	0.0	5.0	4.0	0.0	0.0
GRB14	ENSP00000263915	5.0	5.0	4.0	0.0	5.0	0.0	0.0	0.0
STRN	ENSP00000263918	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
CHIC2	ENSP00000263921	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
KDR	ENSP00000263923	5.0	5.0	5.0	0.0	5.0	5.0	0.0	0.0
LNX1	ENSP00000263925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF8	ENSP00000263932	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
KIF1B	ENSP00000263934	4.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0
PKP1	ENSP00000263946	0.0	0.0	4.0	0.0	0.0	5.0	4.0	0.0
STK17B	ENSP00000263955	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
GTF3C3	ENSP00000263956	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
COQ10B	ENSP00000263960	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
PIK3CA	ENSP00000263967	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
MFN1	ENSP00000263969	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
TAF12	ENSP00000263974	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
SLC9A1	ENSP00000263980	4.0	0.0	5.0	0.0	0.0	4.0	0.0	0.0
PET112L	ENSP00000263985	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
EHBP1	ENSP00000263991	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC7A6OS	ENSP00000263997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKLF	ENSP00000264001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCAT	ENSP00000264005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSF4	ENSP00000264009	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
CTCF	ENSP00000264010	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
CDH3	ENSP00000264012	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
DDX6	ENSP00000264018	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFT46	ENSP00000264020	4.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0
PVRL1	ENSP00000264025	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
SC5DL	ENSP00000264027	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARCN1	ENSP00000264028	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
TREH	ENSP00000264029	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
UPK2	ENSP00000264031	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
CBL	ENSP00000264033	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
MCAM	ENSP00000264036	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
TECTA	ENSP00000264037	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
GPC1	ENSP00000264039	5.0	4.0	5.0	4.0	5.0	0.0	0.0	0.0
FARP2	ENSP00000264042	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC5A7	ENSP00000264047	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
NGEF	ENSP00000264051	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DGKD	ENSP00000264057	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
EFHD1	ENSP00000264059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC10	ENSP00000264065	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TUBB4	ENSP00000264071	4.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0
FCER2	ENSP00000264072	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
MCOLN1	ENSP00000264079	5.0	0.0	5.0	5.0	5.0	0.0	0.0	0.0
GPR108	ENSP00000264080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DGUOK	ENSP00000264093	5.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0
LOXL3	ENSP00000264094	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
HAT1	ENSP00000264108	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
ATF2	ENSP00000264110	5.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0
CBLB	ENSP00000264122	5.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0
GPSM2	ENSP00000264126	5.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
SLC25A24	ENSP00000264128	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
LAMC2	ENSP00000264144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSGEPL1	ENSP00000264151	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
MCM6	ENSP00000264156	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
CCNT2	ENSP00000264157	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
RAB3GAP1	ENSP00000264158	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZRANB3	ENSP00000264159	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
DARS	ENSP00000264161	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCT	ENSP00000264162	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
AGPS	ENSP00000264167	5.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0
ORC4L	ENSP00000264169	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
KYNU	ENSP00000264170	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
ARID4B	ENSP00000264183	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NID1	ENSP00000264187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYTIP	ENSP00000264192	5.0	0.0	0.0	0.0	5.0	4.0	0.0	0.0
CPOX	ENSP00000264193	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
MUL1	ENSP00000264198	5.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0
EIF4G3	ENSP00000264211	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NMU	ENSP00000264218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPAT	ENSP00000264220	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRD5A3	ENSP00000264228	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4orf14	ENSP00000264230	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
POPDC2	ENSP00000264231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLQ	ENSP00000264233	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
UPK1B	ENSP00000264234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP31	ENSP00000264245	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD80	ENSP00000264246	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
CHST10	ENSP00000264249	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
PDCL3	ENSP00000264254	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TXNDC9	ENSP00000264255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL1RL2	ENSP00000264257	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
IL18RAP	ENSP00000264260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LXN	ENSP00000264265	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MFSD1	ENSP00000264266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALS2	ENSP00000264276	5.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0
NOP58	ENSP00000264279	4.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
OCIAD1	ENSP00000264312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLAIN2	ENSP00000264313	4.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0
TXK	ENSP00000264316	5.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0
GABRA4	ENSP00000264318	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
YWHAE	ENSP00000264335	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM13A	ENSP00000264344	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HERC3	ENSP00000264345	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
HERC6	ENSP00000264346	5.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
HERC5	ENSP00000264350	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
PCDH10	ENSP00000264360	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
NDST4	ENSP00000264363	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
CRYGD	ENSP00000264376	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
ADAM23	ENSP00000264377	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
PIKFYVE	ENSP00000264380	5.0	4.0	0.0	0.0	5.0	0.0	0.0	0.0
BCHE	ENSP00000264381	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SI	ENSP00000264382	4.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0
C2orf83	ENSP00000264387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COPS4	ENSP00000264389	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
PRKG2	ENSP00000264399	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
RASGEF1B	ENSP00000264400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGPAT9	ENSP00000264409	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CUL3	ENSP00000264414	5.0	5.0	0.0	0.0	0.0	5.0	5.0	0.0
GUCY1B3	ENSP00000264424	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIA2	ENSP00000264426	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
GLRB	ENSP00000264428	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
RAPGEF2	ENSP00000264431	5.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0
ACCN5	ENSP00000264432	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
FNIP2	ENSP00000264433	5.0	0.0	4.0	0.0	0.0	4.0	4.0	0.0
ADD2	ENSP00000264436	5.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0
MXD1	ENSP00000264444	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
ZNF638	ENSP00000264447	4.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
ALMS1	ENSP00000264448	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
SLC30A9	ENSP00000264451	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0
TMEM33	ENSP00000264452	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEC22C	ENSP00000264454	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH10	ENSP00000264463	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
CSTA	ENSP00000264474	5.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0
AREG	ENSP00000264487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL2	ENSP00000264492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL21	ENSP00000264497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF2	ENSP00000264498	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
BBS7	ENSP00000264499	5.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0
KIAA1109	ENSP00000264501	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
RBBP5	ENSP00000264515	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
IFT57	ENSP00000264538	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
UBE2S	ENSP00000264552	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
GZMM	ENSP00000264553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHC2	ENSP00000264554	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL11	ENSP00000264563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	ENSP00000264568	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
AGA	ENSP00000264595	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
NEIL3	ENSP00000264596	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
SPCS3	ENSP00000264597	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB17	ENSP00000264601	4.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0
MLPH	ENSP00000264605	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HDAC4	ENSP00000264606	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
ASB1	ENSP00000264607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CP	ENSP00000264613	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
WNT5A	ENSP00000264634	4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0
THRA	ENSP00000264637	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
CNTNAP1	ENSP00000264638	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
PSMD3	ENSP00000264639	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
CASC3	ENSP00000264645	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
ATP6V0A1	ENSP00000264649	5.0	4.0	5.0	0.0	4.0	4.0	0.0	0.0
KRT24	ENSP00000264651	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
STAT3	ENSP00000264657	5.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0
FBXL20	ENSP00000264658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRCIN1	ENSP00000264659	5.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
KCNH4	ENSP00000264661	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
NNT	ENSP00000264663	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
FGF10	ENSP00000264664	0.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0
MTRR	ENSP00000264668	5.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0
FASTKD3	ENSP00000264669	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
NSUN2	ENSP00000264670	5.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0
DKFZp313A2019	ENSP00000264674	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
SERPINI2	ENSP00000264677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UFSP2	ENSP00000264689	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
KLKB1	ENSP00000264690	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
F11	ENSP00000264691	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
SNX25	ENSP00000264694	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
FNDC4	ENSP00000264703	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
CAD	ENSP00000264705	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
POMC	ENSP00000264708	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNMT3A	ENSP00000264709	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
RAB10	ENSP00000264710	4.0	5.0	0.0	0.0	4.0	0.0	0.0	0.0
DNAJC27	ENSP00000264711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIF3C	ENSP00000264712	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
PPM1G	ENSP00000264714	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
FOSL2	ENSP00000264716	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
GCKR	ENSP00000264717	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
GPN1	ENSP00000264718	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTF3C2	ENSP00000264720	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
CSPG5	ENSP00000264723	5.0	5.0	5.0	4.0	0.0	0.0	0.0	0.0
TMEM40	ENSP00000264728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP63	ENSP00000264731	3.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
CLDN16	ENSP00000264734	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
HRASLS	ENSP00000264735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGA9	ENSP00000264741	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
FGFRL1	ENSP00000264748	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
ADD1	ENSP00000264758	4.0	0.0	5.0	0.0	0.0	4.0	5.0	0.0
TMEM175	ENSP00000264771	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
